datetime,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,PM2.5_lag_1h,PM2.5_lag_3h,PM2.5_lag_6h,PM2.5_lag_12h,PM2.5_lag_24h,PM2.5_roll_mean_3h,PM2.5_roll_std_3h,PM2.5_roll_mean_6h,PM2.5_roll_std_6h,PM2.5_roll_mean_12h,PM2.5_roll_std_12h,PM2.5_roll_mean_24h,PM2.5_roll_std_24h,hour,dayofweek,month,hour_sin,hour_cos,month_sin,month_cos,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW
2013-03-02 10:00:00,11.0,19.0,36.0,60.0,600.0,34.0,1.7,1028.9,-16.3,0.0,1.6,10.0,3.0,3.0,15.0,3.0,8.0,4.3588989435406695,6.666666666666667,3.72379734500505,9.916666666666666,7.378818990663055,9.083333333333334,5.830330490048433,10,5,3,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2013-03-02 11:00:00,18.0,29.0,36.0,70.0,800.0,27.0,2.2,1028.2,-16.8,0.0,3.1,11.0,3.0,9.0,24.0,3.0,13.0,4.358898943540674,8.166666666666666,5.980523945831724,9.416666666666666,6.487166818676191,9.708333333333334,5.952560038713826,11,5,3,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2013-03-02 12:00:00,26.0,30.0,25.0,76.0,900.0,22.0,2.7,1027.3,-16.4,0.0,2.7,18.0,10.0,4.0,22.0,3.0,18.333333333333332,7.505553499465137,11.833333333333334,8.931218655181757,9.75,7.250391838940973,10.666666666666666,6.637617871984854,12,5,3,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2013-03-02 13:00:00,25.0,33.0,20.0,57.0,700.0,39.0,3.3,1025.7,-16.4,0.0,1.5,26.0,11.0,3.0,14.0,3.0,23.0,4.3588989435406775,15.5,9.093954035511723,10.666666666666666,8.435135751813078,11.583333333333334,7.039742254833818,13,5,3,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2013-03-02 14:00:00,26.0,35.0,22.0,54.0,700.0,43.0,3.8,1024.8,-16.0,0.0,1.3,25.0,18.0,3.0,13.0,6.0,25.666666666666668,0.5773502691896563,19.333333333333332,7.474400756359442,11.75,9.526279441628827,12.416666666666666,7.517612171003712,14,5,3,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2013-03-02 15:00:00,37.0,40.0,24.0,55.0,700.0,44.0,3.9,1024.1,-16.5,0.0,1.2,26.0,26.0,10.0,3.0,8.0,29.333333333333332,6.658328118479396,23.833333333333332,8.750238091998787,14.583333333333334,11.532234139247446,13.625,8.967635042800834,15,5,3,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2013-03-02 16:00:00,37.0,46.0,29.0,63.0,1000.0,38.0,3.5,1023.6,-15.2,0.0,2.5,37.0,25.0,11.0,3.0,9.0,33.333333333333336,6.350852961085887,28.166666666666668,7.467708260682559,17.416666666666668,12.558650284552755,14.791666666666666,10.090801522293399,16,5,3,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2013-03-02 17:00:00,44.0,58.0,45.0,77.0,1200.0,30.0,2.2,1023.4,-13.6,0.0,0.4,37.0,26.0,18.0,9.0,10.0,39.333333333333336,4.041451884327384,32.5,7.918333157931653,20.333333333333332,14.361142859898868,16.208333333333332,11.654367222733233,17,5,3,-0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2013-03-02 18:00:00,54.0,79.0,50.0,80.0,1100.0,24.0,1.2,1023.2,-12.3,0.0,0.9,44.0,37.0,26.0,4.0,11.0,45.0,8.544003745317532,37.166666666666664,10.980285363626328,24.5,16.31229318921497,18.0,13.906520209880904,18,5,3,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2013-03-02 19:00:00,61.0,86.0,50.0,97.0,1300.0,10.0,1.5,1022.9,-13.8,0.0,1.2,54.0,37.0,25.0,3.0,8.0,53.0,8.544003745317532,43.166666666666664,12.703018014104625,29.333333333333332,17.880071859390547,20.208333333333332,16.258721182576245,19,5,3,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2013-03-02 20:00:00,67.0,96.0,54.0,108.0,1399.0,2.0,1.2,1022.9,-14.1,0.0,1.2,61.0,44.0,26.0,3.0,11.0,60.666666666666664,6.506407098647714,50.0,12.649110640673518,34.666666666666664,18.830986713554353,22.541666666666668,18.712885973287904,20,5,3,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2013-03-02 21:00:00,74.0,103.0,72.0,107.0,1399.0,2.0,0.6,1022.6,-14.2,0.0,1.3,67.0,54.0,37.0,10.0,12.0,67.33333333333333,6.506407098647717,56.166666666666664,13.991664185030555,40.0,20.221500708629193,25.125,21.295667042443366,21,5,3,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2013-03-02 22:00:00,81.0,113.0,84.0,110.0,1500.0,3.0,-0.6,1022.3,-13.9,0.0,1.4,74.0,61.0,37.0,11.0,15.0,74.0,7.000000000000007,63.5,13.457340004622015,45.833333333333336,21.169589394967378,27.875,24.01867479963111,22,5,3,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2013-03-02 23:00:00,93.0,120.0,87.0,107.0,1700.0,2.0,-0.8,1021.1,-13.4,0.0,1.3,81.0,67.0,44.0,18.0,24.0,82.66666666666667,9.609023536933053,71.66666666666667,14.109098719148104,52.083333333333336,23.18094175408024,30.75,27.423014770999096,23,5,3,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2013-03-03 00:00:00,112.0,130.0,73.0,100.0,1899.0,2.0,-1.4,1020.4,-13.0,0.0,1.2,93.0,74.0,54.0,26.0,22.0,95.33333333333333,15.631165450257809,81.33333333333333,18.70472311120019,59.25,27.310088046194746,34.5,31.95377095525455,0,6,3,0.0,1.0,1.0,6.123233995736766e-17,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2013-03-03 01:00:00,109.0,132.0,80.0,101.0,2200.0,2.0,-2.0,1019.4,-13.2,0.0,1.2,112.0,81.0,61.0,25.0,14.0,104.66666666666667,10.214368964029715,89.33333333333333,18.532853710820316,66.25,28.473672049807703,38.458333333333336,35.03908273400688,1,6,3,0.25881904510252074,0.9659258262890683,1.0,6.123233995736766e-17,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2013-03-03 02:00:00,110.0,132.0,98.0,99.0,2399.0,2.0,-2.8,1018.3,-12.3,0.0,1.4,109.0,93.0,67.0,26.0,13.0,110.33333333333333,1.5275252316519743,96.5,16.355427233796114,73.25,28.000405841214654,42.5,37.48390959146163,2,6,3,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2013-03-03 03:00:00,105.0,129.0,88.0,100.0,2500.0,2.0,-2.6,1017.2,-13.2,0.0,1.2,110.0,112.0,74.0,37.0,3.0,108.0,2.6457513110646054,101.66666666666667,12.192894105447898,78.91666666666667,26.854687531681375,46.75,38.57713898378044,3,6,3,0.7071067811865476,0.7071067811865476,1.0,6.123233995736766e-17,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2013-03-03 04:00:00,106.0,136.0,79.0,92.0,2799.0,2.0,-4.3,1016.9,-11.8,0.0,0.9,105.0,109.0,81.0,37.0,3.0,107.0,2.6457513110646054,105.83333333333333,6.794605703546447,84.66666666666667,24.332295536192362,51.041666666666664,39.222308610708055,4,6,3,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2013-03-03 05:00:00,101.0,135.0,64.0,87.0,2399.0,2.0,-5.6,1016.3,-10.9,0.0,0.8,106.0,110.0,93.0,44.0,9.0,104.0,2.6457513110646054,107.16666666666667,3.970726214014992,89.41666666666667,21.00847592297122,54.875,39.42997370132215,5,6,3,0.9659258262890683,0.25881904510252074,1.0,6.123233995736766e-17,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2013-03-03 06:00:00,91.0,142.0,67.0,87.0,2100.0,2.0,-5.8,1016.2,-11.0,0.0,0.8,101.0,105.0,112.0,54.0,4.0,99.33333333333333,7.637626158259736,103.66666666666667,6.976149845485412,92.5,17.809599046071167,58.5,38.53851828112165,6,6,3,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2013-03-03 07:00:00,79.0,116.0,83.0,91.0,2000.0,2.0,-3.1,1016.5,-11.1,0.0,1.5,91.0,106.0,109.0,61.0,3.0,90.33333333333333,11.015141094572202,98.66666666666667,11.604596790352801,94.0,15.527102404856805,61.666666666666664,36.86599312747945,7,6,3,0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2013-03-03 08:00:00,77.0,110.0,123.0,90.0,2299.0,2.0,0.7,1016.2,-13.0,0.0,2.3,79.0,101.0,110.0,67.0,3.0,82.33333333333333,7.5718777944003595,93.16666666666667,12.906070922890008,94.83333333333333,14.153915830374798,64.75,34.7816168336841,8,6,3,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2013-03-03 09:00:00,83.0,119.0,135.0,90.0,2600.0,3.0,3.5,1015.8,-13.8,0.0,0.4,77.0,91.0,105.0,74.0,10.0,79.66666666666667,3.055050463303874,89.5,11.962441222426154,95.58333333333333,13.152658447721707,67.79166666666667,32.92808919404547,9,6,3,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2013-03-03 10:00:00,94.0,122.0,116.0,90.0,1800.0,9.0,6.5,1014.9,-13.2,0.0,1.3,83.0,79.0,106.0,81.0,11.0,84.66666666666667,8.6216781042517,87.5,9.375499986667414,96.66666666666667,12.353382557261861,71.25,31.006661275897805,10,6,3,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2013-03-03 11:00:00,96.0,117.0,89.0,93.0,1600.0,14.0,11.4,1013.8,-10.8,0.0,0.9,94.0,77.0,101.0,93.0,18.0,91.0,6.999999999999987,86.66666666666667,8.066391179868939,96.91666666666667,12.30268509741112,74.5,29.21881466512258,11,6,3,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2013-03-03 12:00:00,91.0,108.0,77.0,99.0,1600.0,14.0,13.8,1012.5,-13.3,0.0,1.1,96.0,83.0,91.0,112.0,26.0,93.66666666666667,2.5166114784235485,86.66666666666667,8.066391179868939,95.16666666666667,11.424322803350426,77.20833333333333,27.489095334674804,12,6,3,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2013-03-03 13:00:00,98.0,134.0,50.0,81.0,1200.0,33.0,16.0,1011.5,-13.5,0.0,5.9,91.0,94.0,79.0,109.0,25.0,95.0,3.605551275463965,89.83333333333333,8.183316361150112,94.25,10.6269383258688,80.25,25.42208899157683,13,6,3,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2013-03-03 14:00:00,72.0,106.0,31.0,57.0,900.0,51.0,16.7,1010.8,-14.0,0.0,4.3,98.0,96.0,77.0,110.0,26.0,87.0,13.453624047073705,89.0,9.838699100999104,91.08333333333333,11.155580204407594,82.16666666666667,22.747511410312963,14,6,3,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2013-03-03 15:00:00,48.0,114.0,14.0,17.0,500.0,77.0,16.9,1010.5,-12.7,0.0,2.0,72.0,91.0,83.0,105.0,37.0,72.66666666666667,25.006665778014735,83.16666666666667,19.620567439976544,86.33333333333333,15.84202313373193,82.625,21.892648160472973,15,6,3,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2013-03-03 16:00:00,28.0,100.0,12.0,17.0,400.0,77.0,16.4,1010.6,-15.4,0.0,2.9,48.0,98.0,94.0,106.0,37.0,49.333333333333336,22.030282189144412,72.16666666666667,28.72223296797567,79.83333333333333,21.88745316524073,82.25,22.76773078761674,16,6,3,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2013-03-03 17:00:00,26.0,103.0,9.0,19.0,400.0,73.0,13.1,1011.1,-10.1,0.0,1.7,28.0,72.0,96.0,101.0,44.0,34.0,12.16552506059645,60.5,31.2137790086366,73.58333333333333,25.6743888422732,81.5,24.32568869394621,17,6,3,-0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2013-03-03 18:00:00,24.0,82.0,8.0,27.0,500.0,66.0,8.7,1012.3,-11.3,0.0,1.6,26.0,48.0,91.0,91.0,54.0,26.0,2.000000000000057,49.333333333333336,30.084325930069806,68.0,28.65468389445099,80.25,26.47599404875226,18,6,3,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2013-03-03 19:00:00,19.0,71.0,26.0,98.0,1300.0,11.0,12.2,1013.4,-13.7,0.0,2.0,24.0,28.0,98.0,79.0,61.0,23.0,3.6055512754640207,36.166666666666664,20.183326451967016,63.0,31.640020687270557,78.5,29.06514422286,19,6,3,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2013-03-03 20:00:00,60.0,175.0,64.0,135.0,2000.0,4.0,11.7,1013.5,-12.6,0.0,0.9,19.0,26.0,72.0,77.0,67.0,34.333333333333336,22.368132093076827,34.166666666666664,16.10486468948658,61.583333333333336,31.33530780368233,78.20833333333333,29.22027165106989,20,6,3,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2013-03-03 21:00:00,117.0,181.0,28.0,100.0,1100.0,5.0,5.3,1013.6,-10.9,0.0,0.0,60.0,24.0,48.0,83.0,74.0,65.33333333333333,49.21720566360237,45.666666666666664,37.8769938969115,64.41666666666667,34.79409127824418,80.0,30.251122868128522,21,6,3,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2013-03-03 22:00:00,54.0,105.0,28.0,90.0,1200.0,2.0,3.1,1014.1,-10.2,0.0,1.8,117.0,19.0,28.0,94.0,81.0,77.0,34.770677301427426,50.0,36.92695492455347,61.083333333333336,33.59777680235116,78.875,30.71087118099472,22,6,3,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2013-03-03 23:00:00,46.0,94.0,29.0,84.0,1200.0,2.0,5.2,1014.8,-10.6,0.0,1.7,54.0,60.0,26.0,96.0,93.0,72.33333333333333,38.88873015840622,53.333333333333336,35.18901343696169,56.916666666666664,31.93305022965543,76.91666666666667,31.26453285262317,23,6,3,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2013-03-04 00:00:00,42.0,83.0,51.0,86.0,1300.0,4.0,7.7,1015.7,-11.1,0.0,2.6,46.0,117.0,24.0,91.0,112.0,47.333333333333336,6.110100926607784,56.333333333333336,32.8795782616911,52.833333333333336,30.267994898101765,74.0,31.114095785057593,0,0,3,0.0,1.0,1.0,6.123233995736766e-17,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2013-03-04 01:00:00,49.0,80.0,39.0,64.0,1000.0,25.0,8.2,1016.7,-11.7,0.0,2.8,42.0,54.0,19.0,98.0,109.0,45.666666666666664,3.5118845842842377,61.333333333333336,27.983328370061155,48.75,26.717801352111827,71.5,30.58558910450418,1,0,3,0.25881904510252074,0.9659258262890683,1.0,6.123233995736766e-17,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2013-03-04 02:00:00,34.0,62.0,22.5,14.0,300.0,68.0,8.1,1016.7,-11.8,0.0,4.3,49.0,46.0,60.0,72.0,110.0,41.666666666666664,7.50555349946513,57.0,30.159575593830947,45.583333333333336,25.952608323401297,68.33333333333333,30.359679591977507,2,0,3,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2013-03-04 03:00:00,12.0,34.0,6.0,12.0,350.0,77.0,7.2,1016.9,-11.6,0.0,2.8,34.0,42.0,117.0,48.0,105.0,31.666666666666668,18.610033136277142,39.5,15.069837424471585,42.583333333333336,27.671640662774156,64.45833333333333,31.393684170499974,3,0,3,0.7071067811865476,0.7071067811865476,1.0,6.123233995736766e-17,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2013-03-04 04:00:00,7.0,18.0,14.0,28.5,400.0,42.0,6.0,1018.0,-11.6,0.0,1.0,12.0,49.0,54.0,28.0,106.0,17.666666666666668,14.364307617610155,31.666666666666668,17.962924780410113,40.833333333333336,29.2942232385758,60.333333333333336,32.1919064452497,4,0,3,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2013-03-04 05:00:00,10.0,24.0,18.0,45.0,400.0,40.0,2.7,1018.6,-10.9,0.0,0.5,7.0,34.0,46.0,26.0,101.0,9.666666666666666,2.5166114784235325,25.666666666666668,18.228183306810145,39.5,30.374929854015516,56.541666666666664,32.5509355594751,5,0,3,0.9659258262890683,0.25881904510252074,1.0,6.123233995736766e-17,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2013-03-04 06:00:00,13.0,32.0,24.0,65.0,500.0,22.0,3.8,1018.9,-11.4,0.0,2.3,10.0,12.0,42.0,24.0,91.0,10.0,2.999999999999958,20.833333333333332,16.82161308158859,38.583333333333336,31.043835087979968,53.291666666666664,32.85340187092887,6,0,3,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2013-03-04 07:00:00,14.0,36.0,30.0,70.0,600.0,17.0,6.5,1019.7,-10.7,0.0,2.3,13.0,7.0,49.0,19.0,79.0,12.333333333333334,2.081665999466076,15.0,9.633275663034153,38.166666666666664,31.36249448953415,50.583333333333336,33.317858726888886,7,0,3,0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2013-03-04 08:00:00,13.0,35.0,38.0,70.0,700.0,21.0,9.0,1020.7,-12.2,0.0,3.1,14.0,10.0,34.0,60.0,77.0,13.333333333333334,0.5773502691894277,11.5,2.588435821110181,34.25,31.322733539134727,47.916666666666664,33.67093530120554,8,0,3,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2013-03-04 09:00:00,15.0,32.0,26.0,36.0,500.0,52.0,10.6,1020.8,-12.1,0.0,1.3,13.0,13.0,12.0,117.0,83.0,14.0,0.9999999999998879,12.0,2.966479394839327,25.75,17.705289399704025,45.083333333333336,33.4506991759861,9,0,3,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2013-03-04 10:00:00,16.0,24.0,22.0,36.0,600.0,57.0,11.9,1020.4,-12.4,0.0,2.1,15.0,14.0,7.0,54.0,94.0,14.666666666666666,1.5275252316518748,13.5,2.0736441353342667,22.583333333333332,15.447614310267678,41.833333333333336,32.25936556516053,10,0,3,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2013-03-04 11:00:00,18.0,33.0,18.0,27.0,400.0,68.0,13.1,1020.0,-13.0,0.0,3.0,16.0,13.0,10.0,46.0,96.0,16.333333333333332,1.5275252316518781,14.833333333333334,1.940790217069525,20.25,13.592277219068142,38.583333333333336,30.44298543702373,11,0,3,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2013-03-04 12:00:00,13.0,28.0,12.0,14.0,400.0,77.0,14.2,1018.9,-13.9,0.0,2.7,18.0,15.0,13.0,42.0,91.0,15.666666666666666,2.516611478423542,14.833333333333334,1.940790217069525,17.833333333333332,11.83856051855604,35.333333333333336,28.7185240426524,12,0,3,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2013-03-04 13:00:00,3.0,12.0,7.0,12.0,300.0,82.0,15.3,1017.8,-13.0,0.0,2.0,13.0,16.0,14.0,49.0,98.0,11.333333333333334,7.637626158259719,13.0,5.253570214626072,14.0,7.471156658656035,31.375,26.136452139392997,13,0,3,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2013-03-04 14:00:00,3.0,10.0,8.0,13.0,400.0,84.0,15.2,1017.0,-13.1,0.0,0.7,3.0,18.0,13.0,34.0,72.0,6.333333333333333,5.773502691896238,11.333333333333334,6.6533199732669575,11.416666666666666,4.8139632761624735,28.5,25.253497390159264,14,0,3,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2013-03-04 15:00:00,10.0,13.0,9.0,15.0,400.0,84.0,15.3,1016.3,-13.0,0.0,2.4,3.0,13.0,15.0,12.0,48.0,5.333333333333333,4.041451884327351,10.5,6.410928169930344,11.25,4.826536495816959,26.916666666666668,25.168850082845495,15,0,3,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
